turbostat version 18.07.27 - Len Brown <lenb@kernel.org>
CPUID(0): GenuineIntel 0xd CPUID levels; 0x80000008 xlevels; family:model:stepping 0x6:3a:9 (6:58:9)
CPUID(1): SSE3 MONITOR SMX EIST TM2 TSC MSR ACPI-TM HT TM
CPUID(6): APERF, TURBO, DTS, PTM, No-HWP, No-HWPnotify, No-HWPwindow, No-HWPepp, No-HWPpkg, EPB
cpu7: MSR_IA32_MISC_ENABLE: 0x00850089 (TCC EIST MWAIT PREFETCH TURBO)
CPUID(7): No-SGX
cpu7: MSR_MISC_PWR_MGMT: 0x00400000 (ENable-EIST_Coordination DISable-EPB DISable-OOB)
RAPL: 1456 sec. Joule Counter Range, at 45 Watts
cpu7: MSR_PLATFORM_INFO: 0x80c10f0011b00
12 * 100.0 = 1200.0 MHz max efficiency frequency
27 * 100.0 = 2700.0 MHz base frequency
cpu7: MSR_IA32_POWER_CTL: 0x0014005d (C1E auto-promotion: DISabled)
cpu7: MSR_TURBO_RATIO_LIMIT: 0x23232425
35 * 100.0 = 3500.0 MHz max turbo 4 active cores
35 * 100.0 = 3500.0 MHz max turbo 3 active cores
36 * 100.0 = 3600.0 MHz max turbo 2 active cores
37 * 100.0 = 3700.0 MHz max turbo 1 active cores
cpu7: MSR_CONFIG_TDP_NOMINAL: 0x0000001b (base_ratio=27)
cpu7: MSR_CONFIG_TDP_LEVEL_1: 0x120000000000000 (PKG_MIN_PWR_LVL1=288 PKG_MAX_PWR_LVL1=0 LVL1_RATIO=0 PKG_TDP_LVL1=0)
cpu7: MSR_CONFIG_TDP_LEVEL_2: 0x120000000000000 (PKG_MIN_PWR_LVL2=288 PKG_MAX_PWR_LVL2=0 LVL2_RATIO=0 PKG_TDP_LVL2=0)
cpu7: MSR_CONFIG_TDP_CONTROL: 0x80000000 ( lock=1)
cpu7: MSR_TURBO_ACTIVATION_RATIO: 0x00000000 (MAX_NON_TURBO_RATIO=0 lock=0)
cpu7: MSR_PKG_CST_CONFIG_CONTROL: 0x1e008404 (UNdemote-C3, UNdemote-C1, demote-C3, demote-C1, locked, pkg-cstate-limit=4 (pc7))
cpu7: POLL: CPUIDLE CORE POLL IDLE
cpu7: C1: MWAIT 0x00
cpu7: C1E: MWAIT 0x01
cpu7: C3: MWAIT 0x10
cpu7: C6: MWAIT 0x20
cpu7: C7: MWAIT 0x30
cpu7: cpufreq driver: intel_pstate
cpu7: cpufreq governor: performance
cpufreq intel_pstate no_turbo: 0
cpu7: MSR_MISC_FEATURE_CONTROL: 0x00000000 (L2-Prefetch L2-Prefetch-pair L1-Prefetch L1-IP-Prefetch)
cpu0: MSR_IA32_ENERGY_PERF_BIAS: 0x00000006 (balanced)
cpu0: MSR_RAPL_POWER_UNIT: 0x000a1003 (0.125000 Watts, 0.000015 Joules, 0.000977 sec.)
cpu0: MSR_PKG_POWER_INFO: 0x01200168 (45 W TDP, RAPL 36 - 0 W, 0.000000 sec.)
cpu0: MSR_PKG_POWER_LIMIT: 0x800081c200dc8168 (locked)
cpu0: PKG Limit #1: ENabled (45.000000 Watts, 28.000000 sec, clamp DISabled)
cpu0: PKG Limit #2: ENabled (56.250000 Watts, 0.000977* sec, clamp DISabled)
cpu0: MSR_PP0_POLICY: 0
cpu0: MSR_PP0_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: Cores Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_PP1_POLICY: 0
cpu0: MSR_PP1_POWER_LIMIT: 0x00000000 (UNlocked)
cpu0: GFX Limit: DISabled (0.000000 Watts, 0.000977 sec, clamp DISabled)
cpu0: MSR_IA32_TEMPERATURE_TARGET: 0x00691200 (105 C)
cpu0: MSR_IA32_PACKAGE_THERM_STATUS: 0x88320108 (55 C)
cpu0: MSR_IA32_PACKAGE_THERM_INTERRUPT: 0x00c1ad00 (40 C, 60 C)
cpu7: MSR_PKGC3_IRTL: 0x0000883b (valid, 60416 ns)
cpu7: MSR_PKGC6_IRTL: 0x00008850 (valid, 81920 ns)
cpu7: MSR_PKGC7_IRTL: 0x00008857 (valid, 89088 ns)
Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IRQ	SMI	POLL	C1	C1E	C3	C6	C7	POLL%	C1%	C1E%	C3%	C6%	C7%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	PkgTmp	GFX%rc6	GFXMHz	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	PkgWatt	CorWatt	GFXWatt
464	12.62	3692	2691	436	16	0	3	27	4	0	240	0.00	0.01	0.12	0.04	0.00	87.22	13.02	0.23	0.00	74.13	72	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.55	3696	2691	402	0	0	0	0	2	0	171	0.00	0.00	0.00	0.01	0.00	87.42	12.69	0.00	0.00	74.76	73	73	0.00	600	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.59	3695	2691	446	8	0	3	19	9	0	244	0.00	0.00	0.07	0.06	0.00	87.26	12.94	0.24	0.00	74.24	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
462	12.53	3699	2691	397	0	0	0	2	1	0	178	0.00	0.00	0.00	0.00	0.00	87.43	12.68	0.01	0.00	74.78	72	72	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
464	12.58	3696	2691	475	8	0	4	30	5	0	272	0.00	0.01	0.13	0.05	0.00	87.20	13.07	0.25	0.00	74.09	72	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.53	3698	2691	425	0	0	0	0	1	0	206	0.00	0.00	0.00	0.00	0.00	87.44	12.69	0.01	0.00	74.77	74	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.49	0.00
464	12.59	3693	2691	454	8	0	0	20	10	0	258	0.00	0.00	0.02	0.05	0.00	87.30	12.89	0.54	0.00	73.97	73	72	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
462	12.53	3696	2691	379	0	0	0	0	1	0	161	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.01	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.30	14.44	0.00
466	12.76	3690	2674	529	8	0	3	93	9	0	298	0.00	0.00	0.28	0.07	0.00	86.30	13.25	0.31	0.00	73.69	72	72	0.00	350	0.00	0.00	0.00	0.00	18.03	14.25	0.00
462	12.46	3698	2709	461	0	0	1	3	2	0	199	0.00	0.05	0.00	0.01	0.00	88.02	12.76	0.02	0.00	74.77	73	73	0.00	350	0.00	0.00	0.00	0.00	18.67	14.74	0.00
464	12.59	3694	2691	460	8	0	2	13	18	0	251	0.00	0.00	0.10	0.05	0.00	87.24	12.94	0.30	0.00	74.17	74	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
462	12.54	3695	2691	420	0	0	8	0	0	0	202	0.00	0.37	0.00	0.00	0.00	87.06	13.44	0.00	0.00	74.03	73	73	0.00	350	0.00	0.00	0.00	0.00	18.40	14.54	0.00
463	12.59	3695	2691	437	8	0	0	23	8	0	238	0.00	0.00	0.13	0.01	0.00	87.25	13.03	0.29	0.00	74.10	73	72	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.53	3698	2691	372	0	0	0	0	0	0	155	0.00	0.00	0.00	0.00	0.00	87.45	12.65	0.00	0.00	74.82	73	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.46	0.00
463	12.58	3694	2691	447	8	0	1	21	7	0	243	0.00	0.00	0.08	0.05	0.00	87.26	12.96	0.30	0.00	74.16	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.55	3696	2691	385	8	0	0	2	0	0	168	0.00	0.00	0.00	0.00	0.00	87.45	12.65	0.00	0.00	74.80	74	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.58	3694	2691	415	8	0	0	25	7	0	220	0.00	0.00	0.15	0.01	0.00	87.23	13.04	0.49	0.00	73.89	74	74	0.00	350	0.00	0.00	0.00	0.00	18.40	14.54	0.00
462	12.53	3697	2691	416	0	0	0	0	0	0	201	0.00	0.00	0.00	0.00	0.00	87.44	12.68	0.00	0.00	74.79	74	74	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
464	12.59	3694	2691	448	8	0	3	23	7	0	256	0.00	0.00	0.12	0.05	0.00	87.22	12.94	0.29	0.00	74.18	73	74	0.00	350	0.00	0.00	0.00	0.00	18.40	14.55	0.00
461	12.52	3696	2691	405	0	0	0	0	0	0	184	0.00	0.00	0.00	0.00	0.00	87.45	12.67	0.00	0.00	74.81	74	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.47	0.00
463	12.58	3695	2691	442	8	0	4	21	11	0	232	0.00	0.00	0.07	0.06	0.00	87.26	12.93	0.37	0.00	74.12	74	74	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.52	3697	2691	366	0	0	0	2	0	0	145	0.00	0.00	0.00	0.00	0.00	87.45	12.64	0.00	0.00	74.83	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
463	12.58	3694	2691	440	8	0	3	24	10	0	238	0.00	0.00	0.08	0.05	0.00	87.26	12.94	0.30	0.00	74.18	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
463	12.56	3694	2691	448	0	0	0	1	3	0	248	0.00	0.00	0.00	0.01	0.00	87.38	12.77	0.02	0.00	74.64	73	72	0.00	500	0.00	0.00	0.00	0.00	18.36	14.49	0.01
465	12.64	3693	2691	476	8	0	0	19	8	0	318	0.00	0.00	0.07	0.04	0.00	87.19	13.08	0.20	0.00	74.07	74	74	16.04	350	0.00	0.00	0.00	0.00	18.73	14.55	0.31
462	12.53	3698	2691	381	0	0	0	0	1	0	160	0.00	0.00	0.00	0.01	0.00	87.44	12.65	0.01	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.58	3695	2691	448	8	0	1	18	8	0	246	0.00	0.00	0.08	0.04	0.00	87.27	12.93	0.32	0.00	74.16	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
463	12.57	3696	2691	398	0	0	0	4	2	0	185	0.00	0.00	0.00	0.00	0.00	87.39	12.73	0.00	0.00	74.70	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
464	12.59	3692	2691	435	8	0	2	21	8	0	241	0.00	0.00	0.11	0.01	0.00	87.25	13.02	0.28	0.00	74.10	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.51	0.00
462	12.54	3693	2691	426	0	0	0	8	1	0	211	0.00	0.00	0.36	0.01	0.00	87.06	13.42	0.01	0.00	74.03	73	74	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
464	12.62	3692	2691	437	16	0	4	17	9	0	243	0.00	0.00	0.02	0.05	0.00	87.32	12.93	0.30	0.00	74.16	73	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.53	0.00
462	12.61	3697	2674	397	0	0	0	0	5	0	185	0.00	0.00	0.00	0.02	0.00	86.79	12.61	0.03	0.00	74.75	74	74	0.00	350	0.00	0.00	0.00	0.00	18.00	14.22	0.00
464	12.50	3696	2708	467	8	0	2	24	8	0	256	0.00	0.00	0.07	0.05	0.00	87.92	12.98	0.30	0.00	74.22	74	74	0.00	350	0.00	0.00	0.00	0.00	18.76	14.83	0.00
462	12.53	3698	2691	391	0	0	0	0	0	0	170	0.00	0.00	0.00	0.00	0.00	87.45	12.65	0.00	0.00	74.82	74	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
463	12.58	3695	2691	487	8	0	0	26	9	0	287	0.00	0.00	0.20	0.01	0.00	87.18	13.15	0.47	0.00	73.80	74	74	0.00	350	0.00	0.00	0.00	0.00	18.42	14.57	0.00
464	12.59	3695	2691	426	0	0	0	3	3	0	238	0.00	0.00	0.01	0.01	0.00	87.35	12.80	0.02	0.00	74.59	72	72	0.00	450	0.00	0.00	0.00	0.00	18.40	14.52	0.03
464	12.61	3693	2691	462	8	0	1	22	9	0	289	0.00	0.00	0.11	0.02	0.00	87.21	13.10	0.31	0.00	73.98	73	73	16.04	350	0.00	0.00	0.00	0.00	18.72	14.55	0.30
462	12.54	3697	2691	402	0	0	0	0	1	0	188	0.00	0.00	0.00	0.00	0.00	87.43	12.69	0.01	0.00	74.77	74	74	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
464	12.60	3694	2691	493	8	0	1	19	8	1	309	0.00	0.00	0.11	0.05	0.02	87.19	13.05	0.33	0.03	73.99	74	74	0.00	350	0.00	0.00	0.00	0.00	18.42	14.56	0.00
461	12.53	3694	2691	393	0	0	8	1	1	0	165	0.00	0.39	0.00	0.00	0.00	87.05	13.45	0.01	0.00	74.01	74	75	0.00	350	0.00	0.00	0.00	0.00	18.40	14.55	0.00
464	12.58	3696	2691	433	8	0	3	23	6	0	238	0.00	0.00	0.07	0.04	0.00	87.28	12.89	0.45	0.00	74.09	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.53	3696	2691	387	0	0	0	0	0	0	169	0.00	0.00	0.00	0.00	0.00	87.44	12.68	0.00	0.00	74.79	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
464	12.59	3695	2691	482	8	0	4	25	11	0	278	0.00	0.00	0.07	0.06	0.00	87.24	12.94	0.24	0.00	74.24	75	75	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.53	3698	2691	367	0	0	0	0	0	0	146	0.00	0.00	0.00	0.00	0.00	87.45	12.64	0.00	0.00	74.82	73	74	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
464	12.61	3694	2691	458	16	0	1	23	10	0	271	0.00	0.00	0.15	0.01	0.00	87.22	13.08	0.49	0.00	73.82	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
462	12.53	3698	2691	382	0	0	0	0	0	0	162	0.00	0.00	0.00	0.00	0.00	87.44	12.65	0.00	0.00	74.82	72	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
464	12.58	3696	2691	446	8	0	2	23	8	0	239	0.00	0.00	0.07	0.05	0.00	87.28	12.90	0.20	0.00	74.31	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
462	12.54	3696	2691	387	0	0	0	0	0	0	173	0.00	0.00	0.00	0.00	0.00	87.43	12.67	0.00	0.00	74.78	73	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.46	0.00
463	12.59	3695	2691	454	8	0	4	22	7	0	258	0.00	0.00	0.07	0.05	0.00	87.27	12.92	0.32	0.00	74.18	73	74	0.00	350	0.00	0.00	0.00	0.00	18.31	14.46	0.00
462	12.53	3697	2691	372	0	0	0	2	1	0	147	0.00	0.00	0.00	0.00	0.00	87.44	12.65	0.00	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.27	14.42	0.00
463	12.58	3696	2691	473	8	0	2	21	9	0	276	0.00	0.00	0.06	0.06	0.00	87.27	12.93	0.32	0.00	74.17	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
462	12.53	3698	2691	385	0	0	0	1	0	0	166	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.00	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.30	14.45	0.00
463	12.58	3694	2691	429	8	0	2	28	8	0	229	0.00	0.00	0.08	0.05	0.00	87.27	12.91	0.30	0.00	74.21	73	73	0.00	350	0.00	0.00	0.00	0.00	18.29	14.45	0.00
462	12.53	3697	2691	383	0	0	0	1	4	0	158	0.00	0.00	0.00	0.01	0.00	87.43	12.66	0.02	0.00	74.79	73	72	0.00	350	0.00	0.00	0.00	0.00	18.29	14.44	0.00
463	12.58	3695	2691	465	8	0	3	19	8	0	269	0.00	0.00	0.03	0.05	0.00	87.32	12.92	0.31	0.00	74.19	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
462	12.53	3698	2691	360	0	0	0	0	1	0	138	0.00	0.00	0.00	0.00	0.00	87.45	12.63	0.01	0.00	74.83	73	74	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
463	12.58	3695	2691	476	8	0	1	24	9	0	270	0.00	0.00	0.07	0.05	0.00	87.27	12.91	0.31	0.00	74.19	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.51	0.00
462	12.53	3699	2691	371	0	0	0	0	2	0	148	0.00	0.00	0.00	0.01	0.00	87.44	12.65	0.01	0.00	74.81	73	74	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
463	12.58	3694	2691	458	8	0	0	20	9	0	265	0.00	0.00	0.06	0.05	0.00	87.28	12.93	0.31	0.00	74.17	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
463	12.57	3695	2691	382	8	0	0	0	1	0	174	0.00	0.00	0.00	0.00	0.00	87.43	12.68	0.01	0.00	74.75	72	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.47	0.00
464	12.60	3694	2691	465	8	0	2	25	14	0	259	0.00	0.00	0.10	0.05	0.00	87.22	13.01	0.55	0.00	73.85	73	73	0.00	650	0.00	0.00	0.00	0.00	18.38	14.53	0.00
472	12.84	3691	2691	425	0	0	0	4	1	0	198	0.00	0.00	0.00	0.00	0.00	87.13	12.85	0.00	0.00	74.31	73	73	0.00	350	0.00	0.00	0.00	0.00	18.43	14.58	0.00
464	12.60	3695	2691	479	8	0	1	22	16	0	273	0.00	0.00	0.09	0.04	0.00	87.25	13.02	0.33	0.00	74.05	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
468	12.70	3695	2691	410	0	0	1	3	0	0	185	0.00	0.01	0.00	0.00	0.00	87.25	12.70	0.00	0.00	74.60	72	74	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
464	12.59	3695	2691	477	8	0	2	18	19	0	270	0.00	0.01	0.06	0.05	0.00	87.27	12.94	0.27	0.00	74.20	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.54	3698	2691	376	0	0	0	0	0	0	161	0.00	0.00	0.00	0.00	0.00	87.44	12.65	0.00	0.00	74.81	73	74	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
464	12.58	3697	2691	428	8	0	2	17	16	0	226	0.00	0.00	0.06	0.05	0.00	87.28	12.90	0.30	0.00	74.22	74	73	0.00	350	0.00	0.00	0.00	0.00	18.40	14.55	0.00
462	12.53	3697	2691	411	0	0	0	3	0	0	193	0.00	0.00	0.01	0.00	0.00	87.43	12.70	0.00	0.00	74.76	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.49	0.00
464	12.59	3694	2691	534	8	0	3	22	11	0	329	0.00	0.00	0.11	0.06	0.00	87.20	13.06	0.29	0.00	74.06	72	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.54	0.00
462	12.53	3698	2691	379	0	0	0	0	0	0	161	0.00	0.00	0.00	0.00	0.00	87.44	12.66	0.00	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.31	14.46	0.00
463	12.58	3696	2691	435	8	0	0	26	7	0	228	0.00	0.00	0.07	0.03	0.00	87.30	12.88	0.60	0.00	73.94	72	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.53	3698	2691	397	0	0	0	0	0	0	179	0.00	0.00	0.00	0.00	0.00	87.44	12.68	0.00	0.00	74.79	74	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
463	12.58	3695	2691	457	8	0	0	20	11	0	251	0.00	0.00	0.07	0.06	0.00	87.27	12.91	0.32	0.00	74.19	73	74	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
462	12.53	3698	2691	393	0	0	0	0	0	0	173	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.00	0.00	74.80	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
464	12.61	3694	2691	518	16	0	2	18	10	0	330	0.00	0.00	0.07	0.05	0.00	87.27	12.97	0.31	0.00	74.11	73	73	0.00	350	0.00	0.00	0.00	0.00	18.40	14.55	0.00
462	12.53	3698	2691	396	0	0	0	0	2	0	173	0.00	0.00	0.00	0.01	0.00	87.44	12.65	0.01	0.00	74.81	73	73	0.00	350	0.00	0.00	0.00	0.00	18.32	14.47	0.00
464	12.58	3696	2691	434	8	1	0	27	8	0	234	0.00	0.00	0.12	0.05	0.00	87.23	12.99	0.31	0.00	74.12	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.53	0.00
462	12.62	3697	2674	377	0	0	0	0	0	0	169	0.00	0.00	0.00	0.00	0.00	86.80	12.59	0.00	0.00	74.79	72	73	0.00	350	0.00	0.00	0.00	0.00	18.00	14.23	0.00
464	12.51	3695	2708	513	8	0	1	17	18	0	281	0.00	0.00	0.06	0.06	0.00	87.90	12.99	0.48	0.00	74.02	74	74	0.00	350	0.00	0.00	0.00	0.00	18.76	14.84	0.00
462	12.53	3698	2691	396	0	0	0	0	1	0	171	0.00	0.00	0.00	0.00	0.00	87.45	12.66	0.01	0.00	74.80	74	74	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
463	12.58	3695	2691	438	8	0	4	21	9	0	233	0.00	0.00	0.07	0.06	0.00	87.26	12.89	0.36	0.00	74.17	73	74	0.00	350	0.00	0.00	0.00	0.00	18.39	14.54	0.00
462	12.53	3699	2691	381	0	0	0	0	0	0	161	0.00	0.00	0.00	0.00	0.00	87.44	12.65	0.00	0.00	74.82	74	74	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
463	12.58	3695	2691	417	8	0	0	20	7	0	228	0.00	0.00	0.12	0.01	0.00	87.27	12.97	0.56	0.00	73.89	73	74	0.00	350	0.00	0.00	0.00	0.00	18.41	14.56	0.00
462	12.53	3698	2691	397	0	0	0	4	0	0	174	0.00	0.00	0.01	0.00	0.00	87.44	12.68	0.00	0.00	74.79	74	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
463	12.58	3696	2691	440	8	0	3	17	6	0	249	0.00	0.00	0.06	0.04	0.00	87.29	12.91	0.31	0.00	74.20	73	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.54	0.00
462	12.53	3697	2691	383	0	0	0	0	0	0	157	0.00	0.00	0.00	0.00	0.00	87.45	12.65	0.00	0.00	74.82	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
463	12.58	3696	2691	436	8	0	3	22	13	0	235	0.00	0.01	0.07	0.07	0.00	87.25	12.91	0.35	0.00	74.17	74	74	0.00	350	0.00	0.00	0.00	0.00	18.38	14.54	0.00
462	12.53	3699	2691	368	0	0	0	2	0	0	146	0.00	0.00	0.00	0.00	0.00	87.45	12.63	0.00	0.00	74.84	74	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
464	12.58	3696	2691	450	8	0	3	27	9	0	254	0.00	0.00	0.03	0.05	0.00	87.31	12.92	0.29	0.00	74.21	73	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.54	0.00
463	12.57	3697	2691	442	8	0	0	5	4	0	228	0.00	0.00	0.01	0.02	0.00	87.40	12.72	0.03	0.00	74.68	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.52	0.00
464	12.58	3697	2691	421	8	0	3	24	17	0	209	0.00	0.00	0.09	0.04	0.00	87.26	12.93	0.29	0.00	74.20	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.53	3698	2691	385	0	0	0	0	0	0	164	0.00	0.00	0.00	0.00	0.00	87.45	12.65	0.00	0.00	74.81	74	74	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
463	12.58	3695	2691	449	8	0	1	24	10	0	254	0.00	0.00	0.07	0.06	0.00	87.26	12.91	0.34	0.00	74.17	72	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.53	3698	2691	386	0	0	0	0	0	0	164	0.00	0.00	0.00	0.00	0.00	87.45	12.64	0.00	0.00	74.82	74	74	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
464	12.60	3695	2691	508	8	0	0	21	9	0	314	0.00	0.00	0.13	0.05	0.00	87.19	13.05	0.59	0.00	73.76	73	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.52	0.00
462	12.54	3698	2691	376	0	0	0	2	1	0	157	0.00	0.00	0.00	0.00	0.00	87.44	12.65	0.01	0.00	74.80	73	74	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
464	12.59	3695	2691	441	8	0	1	22	8	1	245	0.00	0.00	0.10	0.01	0.02	87.25	12.97	0.30	0.04	74.10	73	73	0.00	350	0.00	0.00	0.00	0.00	18.38	14.52	0.00
462	12.53	3698	2691	383	0	0	0	0	0	0	162	0.00	0.00	0.00	0.00	0.00	87.45	12.64	0.00	0.00	74.82	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
464	12.59	3695	2691	461	8	0	4	23	10	0	274	0.00	0.01	0.07	0.07	0.00	87.22	12.96	0.35	0.00	74.09	73	74	0.00	350	0.00	0.00	0.00	0.00	18.37	14.53	0.00
462	12.53	3698	2691	379	0	0	0	0	0	0	163	0.00	0.00	0.00	0.00	0.00	87.45	12.65	0.00	0.00	74.82	73	73	0.00	350	0.00	0.00	0.00	0.00	18.34	14.49	0.00
463	12.58	3696	2691	424	8	0	0	21	10	0	222	0.00	0.00	0.14	0.02	0.00	87.24	13.00	0.32	0.00	74.10	74	73	0.00	350	0.00	0.00	0.00	0.00	18.37	14.53	0.00
462	12.54	3698	2691	386	0	0	0	2	1	0	165	0.00	0.00	0.00	0.00	0.00	87.44	12.65	0.01	0.00	74.80	73	72	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
463	12.58	3695	2691	421	8	0	1	30	9	0	221	0.00	0.00	0.08	0.05	0.00	87.27	12.89	0.25	0.00	74.28	73	73	0.00	350	0.00	0.00	0.00	0.00	18.33	14.48	0.00
462	12.53	3699	2691	371	0	0	0	0	0	0	151	0.00	0.00	0.00	0.00	0.00	87.45	12.64	0.00	0.00	74.83	72	72	0.00	350	0.00	0.00	0.00	0.00	18.34	14.48	0.00
465	12.62	3695	2691	467	16	0	2	23	9	0	276	0.00	0.00	0.07	0.05	0.00	87.26	12.93	0.31	0.00	74.15	73	73	0.00	350	0.00	0.00	0.00	0.00	18.39	14.53	0.00
462	12.54	3697	2691	407	0	0	1	4	4	0	176	0.00	0.00	0.01	0.04	0.00	87.38	12.70	0.08	0.00	74.67	73	73	0.00	350	0.00	0.00	0.00	0.00	18.35	14.50	0.00
464	12.59	3696	2691	431	8	0	2	16	9	0	240	0.00	0.00	0.06	0.04	0.00	87.29	12.89	0.29	0.00	74.23	72	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.51	0.00
464	12.60	3695	2691	405	0	0	1	12	2	0	238	0.00	0.00	0.02	0.03	0.00	87.32	12.89	0.36	0.00	74.15	73	74	0.00	350	0.00	0.00	0.00	0.00	18.39	14.54	0.00
463	12.57	3697	2691	421	8	0	1	1	1	0	215	0.00	0.00	0.00	0.01	0.00	87.40	12.71	0.01	0.00	74.71	73	74	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
462	12.54	3698	2691	444	0	0	1	0	1	0	221	0.00	0.00	0.00	0.00	0.00	87.44	12.67	0.00	0.00	74.79	73	73	0.00	350	0.00	0.00	0.00	0.00	18.36	14.50	0.00
